tag_name_verbose,addresses,tag_type_verbose,tag_subtype_verbose
Kraken.com,1xb3d9hmnJdhRCRLUMQGJQ44J7MvGjQBxWH9pyjH5Ab5ctS,Exchange,Mandatory KYC and AML
Binance.com,1xb2vJJNap6zttXs9ktW5xA59TrNgenkJGbnr8bLsSausF5,Exchange,Mandatory KYC and AML
Kraken.com,1xb2RWkbwGjRLGyYXSkgsHkLrGuSBHCWMiSxKQWh42XpCCG,Exchange,Mandatory KYC and AML
Kraken.com,1xb25Zja1krJGPkLEViNUbuyAdWJjXdzv848e34JVrdsXSS,Exchange,Mandatory KYC and AML
Bybit.com,1xax4xAJC2atost7J3a3BrZV7MxQP9XjrMqbzZXGbU3SKjp,Exchange,Mandatory KYC and AML
Kucoin.com,1xawv1njbvxoZHuRSsaP3ZJYRvQPfkDucSFo29R3YQyc93S,Exchange,Mandatory KYC and AML
Okx.com,1xavw5YwapuBJgHZtDjDnwjJVCWtQBKd3j5A5b4oqjatDeV,Exchange,Mandatory KYC and AML
Nexo.io,1xauYdW2v5afkbqdmzyWMthMR6o18NQepjfAWN3emHStXoh,Exchange,Mandatory KYC and AML
FTX.COM,1xatTTSkcLc5xa7bqPSUeNBKnirfsSCAmcs6GxihpyEVNAc,Exchange,Inactive
Bybit.com,1xas7m6Q9v74snQxEhS72RvNLa1Ms74yzHWEYLAv5YYdniM,Exchange,Mandatory KYC and AML
Okx.com,1xarKhrnk2EBaDu5fUGsETnFmxHX4eNcJ62Yj593MeHbCeL,Exchange,Mandatory KYC and AML
Binance.com,1xar5sZj3cUk2Umoargwp3DKgdUyj5WAJWctFnS2fQgSMsi,Exchange,Mandatory KYC and AML
Kraken.com,1xaquFfKQqRperQ2gecTn2HYCDmfkUJX76Afz1Cvf2itucn,Exchange,Mandatory KYC and AML
Binance.com,1xaoZmppQ7XBiLrNw8kkYME5WNnxYisbFsCs6VQSaFA9UYP,Exchange,Mandatory KYC and AML
CoinEx,1xan88LwZiE7n7LmhjGPKZRayQ8yf4qqQDic4ZeVmMNtc5x,Exchange,Mandatory KYC and AML
Kraken.com,1xammuHnE74oHwbjsYWgjvZhyE5gJb6h6HrBAWihwdHBzKt,Exchange,Mandatory KYC and AML
FTX.COM,1xamLMEo85TN9gshwPHTdgsTF16CHkRGb6SoEyYUHn5FSpv,Exchange,Inactive
Binance.com,1xaiJpEPm6oPSFDXc93yWmtmYEj3PhMnTuaVw5QPf3ocLWH,Exchange,Mandatory KYC and AML
Binance.com,1xagQizJ2XfLuCsLV8DZg9b853Aq3gDQxgsink3uLKnaDgP,Exchange,Mandatory KYC and AML
Gate.io,1xagGQEQcmu9n4DZ5hvB5DztVgGDayzoYuqyZ9a8rr5Hq63,Exchange,Mandatory KYC and AML
Nexo.io,1xagGANqTfkgZqF7LX2oBTnk86RPQMCJqwMnoLUexx5awEn,Exchange,Mandatory KYC and AML
CoinEx,1xafcbzWSP38wMjzxbVr66dgyEKaC3qn3PQW8kGesSyw7hn,Exchange,Mandatory KYC and AML
Okx.com,1xae4xZvLVMehqHvRFStc6kSEvggCp1LpTVbkRmVuiGy7iw,Exchange,Mandatory KYC and AML
Binance.com,1xacP2AwD9tWv4jqGcQuP3zY6VPc8oUSBdGgms9FfUkArso,Exchange,Mandatory KYC and AML
Binance.com,1xaaag5XhgZdB89cKs18F9tvACxRZikG9pJLvhozrZub1YB,Exchange,Mandatory KYC and AML
Coinbase.com,1xaaQDxeYxLdCKzkWM2fDsur6GFiDFPutuib89fr7euksyS,Exchange,Mandatory KYC and AML
Binance.com,1xaZRGsMG5nVktJrnGS6UxQTwFvXMYnvSR4tNuGb5U3mc1b,Exchange,Mandatory KYC and AML
Coinbase.com,1xaZR9apQ3qTxriVV8iCjne6zAsvgMuQFr4KWtxh7j79P9D,Exchange,Mandatory KYC and AML
Kraken.com,1xaZLfn2fHG1tsj18QcEYseNWKtkoEoVVrHnrUAg8iJDv3q,Exchange,Mandatory KYC and AML
Binance.com,1xaYzbVrZfqTzHLr8B6NTZ7j6Wm3AL38Y2HSoDZcGczNTbg,Exchange,Mandatory KYC and AML
Gate.io,1xaWggf1nyL6ZtYZiGFJ2q5afLRp1pD9sVDJZtRwUTc3EcM,Exchange,Mandatory KYC and AML
Binance.com,1xaWW5fdobjWR2zvEdXaHBPqF6mHnN424vguNovqeW4noBN,Exchange,Mandatory KYC and AML
Gate.io,1xaWJLTcjZQPXSYMrqQRvdYhA1g7pMyN8e5zcWTS2DE5Yjt,Exchange,Mandatory KYC and AML
Kraken.com,1xaWHbhF4hgnrd7RHHAPACNdsXLkYiNJQwEER4R97SJyf5h,Exchange,Mandatory KYC and AML
Binance.com,1xaUwPiURJwywVM3EnaGgUjGv8DKYqpRerDQsHeFu7TbF18,Exchange,Mandatory KYC and AML
Kucoin.com,1xaUc3zgMcFSVSYycYuqR5vMhBrg5yCibWWuQnMLYXiNFAu,Exchange,Mandatory KYC and AML
Kraken.com,1xaUDNKpQh9f6qvesHqZCUqi9CHBm72GNvz9qwETtNN986E,Exchange,Mandatory KYC and AML
Bybit.com,1xaTCjKTdYKQV2VbdxmGRHxmZ8y7w7imsYxorpGjZFY1Udr,Exchange,Mandatory KYC and AML
Nexo.io,1xaSP8f8Nm94KnKBPt298sRSnV8UZnWFsU7gmVingDW5TXh,Exchange,Mandatory KYC and AML
Kraken.com,1xaR6Sbj2qvVfYKQr4nZvmt4R713rvW3UiGoy5uaNUwM8kT,Exchange,Mandatory KYC and AML
Coinbase.com,1xaMn2E947yGNF2hZ3wEQWHLvfv4CMLMMS5Qj1gaFt1XPp5,Exchange,Mandatory KYC and AML
Bybit.com,1xaMRkerQNR2o8jWaFHeHQKZBrAkLmmrV7g744b5cq3bDCb,Exchange,Mandatory KYC and AML
Binance.com,1xaLuBMnjpjSP1qNWkk2tRZkwnUEcj5vF1Y3gn9pQ93qBs6,Exchange,Mandatory KYC and AML
Binance.com,1xaJjHqrWL4pKK3NWRcaBu4xGtVoJC9eh4uHxwH6VffHRS2,Exchange,Mandatory KYC and AML
Binance.com,1xaHeWXfYom8rXFQLTxkgPa4Mt7rECQMmymmjuTFMa8zfdk,Exchange,Mandatory KYC and AML
Kucoin.com,1xaHcH14N9FD3nmaPgLNbKp7pGt1UqKxUMeoaFqyQmK2HJA,Exchange,Mandatory KYC and AML
Bybit.com,1xaHMKtifRyJJgoDLHJsJD4YQDhjiju8cYWUhYHrgxq5Efx,Exchange,Mandatory KYC and AML
Kraken.com,1xaH7gCtyHqnnMvKXQhgaQVLXSVrbYpjvmUpkfQoDGVkcv5,Exchange,Mandatory KYC and AML
MEXC Global,1xaFSKYyHAaco55Bi7BVtvQ1tHPiJLPf4AidpRESgWTp41y,Exchange,Optional KYC and AML
Binance.com,1xaFCffMenDspbBBCjX5K6MFCMeLPPSyEw13cissej5YSfP,Exchange,Mandatory KYC and AML
CoinEx,1xaEeTdxgYokS51TnjwdNWsjNgbXUyZtwbLE8Gk1wVJ4yoP,Exchange,Mandatory KYC and AML
Kraken.com,1xaDemybaZSDqU8972sHRfYEPEdmcdovxxz44m95hAghLXs,Exchange,Mandatory KYC and AML
Binance.com,1xaDKySJpyBYzKcUmWnxzxUC1dir5yyp8ueYQUwiZvvYjXk,Exchange,Mandatory KYC and AML
Bybit.com,1xaDKwEs1LvU26yPtEsFaTS1NfaAg9sPHe9M3gzhfjZVJxb,Exchange,Mandatory KYC and AML
Kraken.com,1xaD6rvBnwvbejVT1FbH9Sr2CQ73hVGowHjXAsmhXJQkhYK,Exchange,Mandatory KYC and AML
HitBTC,1xaCTARbLXHxbrxanZmUYwKKhCHHcoBJkUpcyrCymnvNXYK,Exchange,Optional KYC and AML
Binance.com,1xaC54BvWaY12AeXzDmJkQP6ubDXtcWAWfTxsPB9j5pV13A,Exchange,Mandatory KYC and AML
Binance.com,1xaBz55ZHh2tQvTTErTUqqH1eo9gcfxnN11KDFzA1mvbZvN,Exchange,Mandatory KYC and AML
Binance.com,1xaABc58muCLMFMsF2968ZFz34PQRP3MhjE13oQr7N8QQ37,Exchange,Mandatory KYC and AML
Binance.com,1xa9QvJEPcLHfzAUYB7xXWzMApD3pFoo3aN22X9gLfJkDSa,Exchange,Mandatory KYC and AML
Binance.com,1xa9P4rFKvfEbsGH3Hxaa4KcDbY9VvxiSGAGreB7AzHJDQw,Exchange,Mandatory KYC and AML
Kucoin.com,1xa92dEbzgDwtCRwjqVKVnwJSps6pP4MuCUqauNK4BfvSwi,Exchange,Mandatory KYC and AML
Okx.com,1xa819eDgrwvjxtUB9Aqo5Eg8nQPZiC47cPXijRuTxamqGR,Exchange,Mandatory KYC and AML
Kraken.com,1xa6j6X7kQ4qh2buU1rQUnTdhCGKyA4FwgLsTqVzMVTLoN6,Exchange,Mandatory KYC and AML
Binance.com,1xa6fd1rd96H6xpgP5qu8RhXzk7wGcPkvpgvWdt1dyAAw8M,Exchange,Mandatory KYC and AML
Binance.com,1xa6QP1Y7D6vGj8LRHrgzZ2hwt3ZituCXPwKVtBb6hhyqgV,Exchange,Mandatory KYC and AML
Bybit.com,1xa5pGCb66MRhrBLDnnP4ubVHQr2U8sKgYD9v52Auy8nTuA,Exchange,Mandatory KYC and AML
Binance.com,1xa5kk2mjydtVU5XpUFhvrnrMXjy45DLHFBfMwQ5V5bh9vM,Exchange,Mandatory KYC and AML
Zb.com,1xa5VUmwFAK9tRFQYkFjWJi9636UGuLtsG4eXextLCeMFwr,Exchange,Optional KYC and AML
Binance.com,1xa4K5F9Ro4ZLf4r24PtWew2b9fixpvyTKJv3oHEVYXnPD5,Exchange,Mandatory KYC and AML
Kucoin.com,1xa3mnojeCwrjD4TjYbNMF9sJbyTdaEAYqHjw2ExKtWSbA2,Exchange,Mandatory KYC and AML
Kraken.com,1xa3awZBwTb6Kijuu3euRJMjjKABqfFti1Y2mauGb1CjzEY,Exchange,Mandatory KYC and AML
Okx.com,1xa33uphmX3kktHaioAAerjqBEYnEScqTJisrXJwdXu637d,Exchange,Mandatory KYC and AML
Binance.com,1xa2ai8hrXgL2jbnPr9m599avbsGpjdr8n8wbTTrFAT7RD5,Exchange,Mandatory KYC and AML
Binance.com,1xa2TK7npPFwqKkwvBZoe6TEDw5Y9c88D64pqtfLPQ4TvpE,Exchange,Mandatory KYC and AML
Gate.io,1xa2C8hJDqx9mH8yK6URHBPpYaMpbkG2bUana7fBAfwJ5NU,Exchange,Mandatory KYC and AML
Binance.com,1xZzRz1S1EaD4wkGDAP6M4zQge9kWvPJCNBeQk2V7S525Mh,Exchange,Mandatory KYC and AML
Binance.com,1xZyy5AeZvMjtmjuYk7wEKdqvBAF6NNvx1ca3kEeCYnX34n,Exchange,Mandatory KYC and AML
Binance.com,1xZxZgQEZKoWaXQBaoY16xF2H6kRkWXReuqpRq5edK493fd,Exchange,Mandatory KYC and AML
Binance.com,1xZxFv8khE3LF3wQwgGKHeHCwdEBH5EP9rk2QfgTz6FmPNP,Exchange,Mandatory KYC and AML
Okx.com,1xZusJ87qDW4nuhmDAhxfjVsHXeYBB9jbE5G9Y5s26utw6J,Exchange,Mandatory KYC and AML
Okx.com,1xZtSz2tnZAbS3o3ap38StSoKJJSFKNuZWszChnNiiUtSqz,Exchange,Mandatory KYC and AML
ChangeNow.io,1xZrvT4ijK4oVAqeFvCYoeuxoAT6ijfL7KCWLfM7BAP8aSS,Exchange,OTC
ChangeNow.io,1xZqwwmbDfUfVqXhw9jQrVLAAzswZx7CWKHXQKZtGACNPc2,Exchange,OTC
Kraken.com,1xZqwPBCQcBzacXULUSK8J4gZD4tqXrfCKDZG7eTujDrPSY,Exchange,Mandatory KYC and AML
Kraken.com,1xZqQpGPT54Bc8rdpFi6uxatPu9kJWEmt9zoSmZJ1fs6uyt,Exchange,Mandatory KYC and AML
HitBTC,1xZqNmQhr23oaZcs95cMttqbQY11XdzeDYNt21GQfjoBA1d,Exchange,Optional KYC and AML
Binance.com,1xZqNP8zQZ2h4zXDja31DEduR1kk2ueUuTZc41RrzUHfzXa,Exchange,Mandatory KYC and AML
Binance.com,1xZpeR6GCZ3scbDqagf7KYTqifYTpG68HCyVUyRcq4Nv1Nc,Exchange,Mandatory KYC and AML
ChangeNow.io,1xZpJReW73wHLRtjieGU4NMNb9YnAceEW6YZDUxr23QTuc4,Exchange,OTC
Kraken.com,1xZmZtsgHc4H2S4HHx3QcxvPg9fJXuCJKjGmn1eLYcREEb3,Exchange,Mandatory KYC and AML
BingX,1xZjnVTu7YPNPxumKgMy1DfDjEEPhADnBQWr4J8UhoHS9Gn,Exchange,Optional KYC and AML
Binance.com,1xZjJTMR6TEW2J4QoW8bJDaJTMj32hkz1cZkkKSvUngFG1m,Exchange,Mandatory KYC and AML
Okx.com,1xZjGZTUx9rsS5cRrg63N3bWqHu5tahnDftciS35JjiozqD,Exchange,Mandatory KYC and AML
Kucoin.com,1xZicEKThCMsbK9cYS7TigMU39SJZA3RrLqDciS9PHW7T8a,Exchange,Mandatory KYC and AML
Binance.com,1xZhr7oLvfjDAf8BJeur6ZwVQpCb4ECkM3MsokzPDEwjt1n,Exchange,Mandatory KYC and AML
HitBTC,1xZhfy8UobTsWR9smgpS6UJkHFSuekBZBoz1GhjgcmeKVPS,Exchange,Optional KYC and AML
Kraken.com,1xZdkGdVJpWv5eBAKF7kYQ8Sc7BRn8nyyaoPmnkdwxHTyhu,Exchange,Mandatory KYC and AML
Binance.com,1xZdL3yJZANCyj52gE9pqX4P1bo9abSGax6J9QLstUMSTj7,Exchange,Mandatory KYC and AML
Binance.com,1xZbrLAA45v5Je5ZmQvTtu6Kp1wbyEhp6YVHo9dd1gtLMSp,Exchange,Mandatory KYC and AML
Binance.com,1xZbesAGjPVNEfjenAUgHMZHTQAHmVTDHFM8CtG6hh9YnxE,Exchange,Mandatory KYC and AML
Kraken.com,1xZbNUUbjNXf2R22uzezz53Qy74JtuHfk9KLX1N9DgQp3o7,Exchange,Mandatory KYC and AML
Binance.com,1xZah6BYR7BQEMhyazGEdGUL1moDpA9xNrpbpDzyQhM1fUc,Exchange,Mandatory KYC and AML
Kucoin.com,1xZYSKxnzJqxdShqd7sfH8etasgJHUjB1WugmiMACv3t5cv,Exchange,Mandatory KYC and AML
Binance.com,1xZXj5C9AxApUc2cXEoBS18PtJztmHUpqdZ2HQy8eibdawH,Exchange,Mandatory KYC and AML
Binance.com,1xZWxYTnWwN2BaLzhXVVCCaCYCuf1bpaaY4qJCSzMQcCmjc,Exchange,Mandatory KYC and AML
Binance.com,1xZWYbkQFVbKqCvu8cZ4oJ35CeBnhT2EBjzHfhaFWnYDHhd,Exchange,Mandatory KYC and AML
Binance.com,1xZUmng42PwRpaVkjNg6dLaFej5WrFWGowRi3JCkv7UWgkm,Exchange,Mandatory KYC and AML
Binance.com,1xZToRGxLsifkyVGhMPg2qkAruphg5xCrrAX8J6W6YvTZhB,Exchange,Mandatory KYC and AML
Binance.com,1xZTfVyXoLfMGFrm2ZS8Paz68a8HeyCzBR51DGPCHU2WwvS,Exchange,Mandatory KYC and AML
CoinEx,1xZTRKN6G1XD9B6oKxKPm1Gm5ec1gN2dd1XiRVDx1r8MUfP,Exchange,Mandatory KYC and AML
Kucoin.com,1xZTKZdKzMFcv4JTuSXGbsYqdLao6EmbpsQuTWUnGjQawGm,Exchange,Mandatory KYC and AML
CoinEx,1xZT8H4ANwH46oFoYxpgZcGJ4kgZNqePZQ7pKTi5MH792RC,Exchange,Mandatory KYC and AML
FTX.COM,1xZSgRE7iXbCpSwHLmidEkS7xg1wQRzrHE9r4rRzv179Cya,Exchange,Inactive
FTX.COM,1xZScrjxukbE7K55d9ifEha4RHGAaXkqE8RfqVktuh4w1SW,Exchange,Inactive
Binance.com,1xZRxkDS5wMPa7qRsNUGJSUbzNvDAsDDnrEvGq28TWxVyPg,Exchange,Mandatory KYC and AML
Bitkub.com,1xZR9hXWBEjacMUgLqXRZKKrXt8kTRHj5DWdrnXMxSgui8n,Exchange,Mandatory KYC and AML
Binance.com,1xZMw8i6AsCd7mEV7Xy3FurtEwfweEySNxNTecyPeEoUko6,Exchange,Mandatory KYC and AML
Binance.com,1xZMPfuFpwHySkaBqTHAsLDyCzMtfKmJBbJePRUDCnuiC3a,Exchange,Mandatory KYC and AML
Binance.com,1xZLcs1VCP8dWpmE27bJQdUi6xTpEKqpdLbLUQ1aQGfvgqd,Exchange,Mandatory KYC and AML
Binance.com,1xZKZNzp6RUGRhMSwZ1cY4d3KpgGD3F2tKFAemqwGxJ12M9,Exchange,Mandatory KYC and AML
Binance.com,1xZHohsxAenY8wmAsQqsK691dRyXWgro17W9MzTA1n2M9Nk,Exchange,Mandatory KYC and AML
Binance.com,1xZHdKkNoUaeXrrSvZXmnJBg611XjaJiGmvQz8NhmmRSqcC,Exchange,Mandatory KYC and AML
Binance.com,1xZHQuNV4HQ9BNSNRB5xUAVgYfpH9ZunNV2mrQcTTUwAdjJ,Exchange,Mandatory KYC and AML
WhiteBIT,1xZG1LaZHJcM89DaS9nggNZL8LUwn549bVEqkEUgkgNcSJ3,Exchange,Mandatory KYC and AML
Bitget.com,1xZFhqptyxhbciupAncpEiMWmoh32CXP9Yempa3U4wdUp46,Exchange,Optional KYC and AML
MEXC Global,1xZEZuU788REexaQwr9bK55HFfooSUfrTLKJpB94P6QL1tH,Exchange,Optional KYC and AML
Binance.com,1xZCP7JHYw7sDpKsr36qcqp6XjN6fTQT8XZxA6QSVQjfXWu,Exchange,Mandatory KYC and AML
Fixedfloat,1xZCLg37rS7DxGtKE7pRqskWE1tosSrKbdCvGrBkctE31md,Exchange,Optional KYC and AML
Binance.com,1xZBMi12DYUCfzd7nyuVVz9piJ6oEDseYU5seFU9DiWxwbE,Exchange,Mandatory KYC and AML
Kucoin.com,1xZATJaq31sHtmkHMeaVt5VD2Tc6putJdXVcgtUCDJ26Xwc,Exchange,Mandatory KYC and AML
Binance.com,1xZ9tr9QjmNCxuFYUpBbWkAMu4f9F7TDoqeZg71R8YXDvxZ,Exchange,Mandatory KYC and AML
Okx.com,1xZ9jgWARjnmq5WsoLecFowHHHj239BoSsN74RJunDVJoNe,Exchange,Mandatory KYC and AML
Kucoin.com,1xZ8L4BGJh3Hh7Bqj6jP8wfbS8MqY62rnTYqr2MCJgw1Fo2,Exchange,Mandatory KYC and AML
Kucoin.com,1xZ7oVZAT7cHtuF54Ydd1QRp3H1ap7kYGiznKLcJKuqJvpQ,Exchange,Mandatory KYC and AML
ChangeNow.io,1xZ5mzYGFCx7quoDy92yjhPofNccv2CUaqUpCWTWkyw5Kjt,Exchange,OTC
Okx.com,1xZ5QxRUYTFgdgMq94MsDF5TjtkRENKJnVVWd6LGV8DoLEc,Exchange,Mandatory KYC and AML
Binance.com,1xZ4en7DVeK2jZfoww2EWxAQTwC6eqVNhfPZReQVq6JWZoi,Exchange,Mandatory KYC and AML
Binance.com,1xZ383G7j7So7eRrnrn4xanVJxNzJ84NTif97CjZTNqpHkE,Exchange,Mandatory KYC and AML
Bitget.com,1xZ1sZS3xeWpK8pNuWBgNagUXRuyG3DjDmm47y9TYPgnq3u,Exchange,Optional KYC and AML
Kraken.com,1xZ1Qe5fpRRtgWc89KNWaCDZZnAK8rHZeHTqwiqxuBBeKqh,Exchange,Mandatory KYC and AML
Binance.com,1xYyoS16a7HiKw38R2YVMzULBRMiA4L7jbidYUQ5c5WHPGa,Exchange,Mandatory KYC and AML
Binance.com,1xYyZvpTWTrDLFD8WEysXExbEDy4D41RhPRDzhbNf1JfPJz,Exchange,Mandatory KYC and AML
Binance.com,1xYxPAn81rkbfia8MRrh37cpwimodGAbrFepHgkpwmnKGBs,Exchange,Mandatory KYC and AML
Binance.com,1xYwxwGMkAagqwPyJPiDRzKcHY6BL1QS9UCx7BoEFbHdeqJ,Exchange,Mandatory KYC and AML
Binance.com,1xYwuiZqRVzqFyt9CLcg6rhwyc7ejAbjQvzmsufbzd1J8Sx,Exchange,Mandatory KYC and AML
Kraken.com,1xYvgSoVVKe4vAs8ohPEQYwRkQzHcoWjYoNKq2wJg3JkShB,Exchange,Mandatory KYC and AML
Kraken.com,1xYtvKDii3rqcrm6gQfGiqHsxv5VL1UDT2RjCtoT7dgBdgY,Exchange,Mandatory KYC and AML
Binance.com,1xYtCepbXbRH891ShksKuP7Up5g6H3QS7j5rkj6VAXCmpyD,Exchange,Mandatory KYC and AML
Binance.com,1xYsLfPAkoKSRkAfCU2wPkNVt4CTjQPep5L8nV3gVLJ2pAF,Exchange,Mandatory KYC and AML
Kucoin.com,1xYqUPoydTzN8THvGV4P2f4LMozWAZ6ijoWD1JNqZtCJEUX,Exchange,Mandatory KYC and AML
Kraken.com,1xYpNqGoVBGCUcq71Wx2rn1soVMyzxTnJ1xpQUKZakjV8Aj,Exchange,Mandatory KYC and AML
Binance.com,1xYos9WNCVp9HVCq7HP3U6UaX1oVU2DxrZBkNwUknWP2zuW,Exchange,Mandatory KYC and AML
Binance.com,1xYo9DCQkVy7uaXdT7PKVFFjfAXTgmWuprV8vsZupuppQLu,Exchange,Mandatory KYC and AML
Kraken.com,1xYo4gSW5cUycDp8fZ5nxJQoxLjycYNYqen8FHL2exd8jv1,Exchange,Mandatory KYC and AML
Binance.com,1xYnbmEXDxR1Q8whsyZHFBkuGdKwREEKGTq8v79FVPzEYn2,Exchange,Mandatory KYC and AML
CEX.IO,1xYmQEYMqQVMRz5EiBK8JzWwvXT76V9NJjQ59uCm85dj4kf,Exchange,Mandatory KYC and AML
Kraken.com,1xYkfxYfbqLwSSJhohvhDnZRqREkqWCVWBAo1BAyN5oSwDh,Exchange,Mandatory KYC and AML
Kraken.com,1xYkLJw6p8nGKfsrwXLr9j711HpEMfPpvDM8cCK8vWfRoz7,Exchange,Mandatory KYC and AML
Binance.com,1xYjNh4EUWC6T9puvC5pY1xraiRkcnmCjc6Pef2t9RsXzLw,Exchange,Mandatory KYC and AML
Binance.com,1xYiTuTBnTUmAYAi6HREtHv3qQZrBpDvEdNLwqQeBMkHKCM,Exchange,Mandatory KYC and AML
Kraken.com,1xYiQ96WC11DifGaaGsDNGyVfGe4r5eMGaNFHHFmgPmAyMC,Exchange,Mandatory KYC and AML
Bitfinex.com,1xYhaM3mWZcfDzGbzwdYzsPLS7UcQG7CCbyjA37oGEhwbm1,Exchange,Mandatory KYC and AML
Bybit.com,1xYeoanXkM8vnYf3QavWnXugnZxdeDuZPpj3MU2XxftXVGe,Exchange,Mandatory KYC and AML
Coinbase.com,1xYeSSNb1hcYEXbMkE2RSwgBbPvdr3HP93nUadxhWs6krRb,Exchange,Mandatory KYC and AML
Kraken.com,1xYd9Y7HpSHo5iSxr16KvdqKn5Fj344J6xFpZ6YXaK2ygCZ,Exchange,Mandatory KYC and AML
Binance.com,1xYchtAwnRqPzoapZ52BVTi5ZRGxyQFvg17T4MkW6TDnwTb,Exchange,Mandatory KYC and AML
FTX.COM,1xYbu5hKJUzdjHNfMG499D7WAFZQEymUEy4adYqpnDdf5nK,Exchange,Inactive
WhiteBIT,1xYbbUqUEQhMMVMURUpZYsHKtTDaPcP3wGrZCkjaqSJSZpY,Exchange,Mandatory KYC and AML
Binance.com,1xYa5DYPdShubjEkjZZk3ANk871Juww2HQW6i3VwMuWjiey,Exchange,Mandatory KYC and AML
Bitfinex.com,1xYZKbJKaAqfMj459xkSd9hjDUS89CpgND78f6iM4M8M6qj,Exchange,Mandatory KYC and AML
Bitfinex.com,1xYYTxPpE2W7HHp6F5WSiajaUNrraomgxkzZXMxNXBdkv5Q,Exchange,Mandatory KYC and AML
Kraken.com,1xYWaf8FWEsH2U5aQVmUQGvM1W8VMYcuH1id5UPfnmbhNMw,Exchange,Mandatory KYC and AML
Kraken.com,1xYWZYDXRGryd2eCFSZRss5H85zJifjcpvkn1SC6R9vui46,Exchange,Mandatory KYC and AML
Binance.com,1xYW9wz7s3KDQxtsEkCL3UYVGWoJFeNyBTAM6W3EqSdWG4x,Exchange,Mandatory KYC and AML
Binance.com,1xYW8byS9vn9UGnfMGU88Wt3LUb8JmNCBUTWck93hhJcXcS,Exchange,Mandatory KYC and AML
Binance.com,1xYW7PDZLcBNAQS7nifkeKawBCJ3ZHiqX5hR2NdgExj8yqb,Exchange,Mandatory KYC and AML
Bitget.com,1xYRvDFnXgHh3bH7jDLimZdG3J6QT99f49FvDcTS2Kq35qt,Exchange,Optional KYC and AML
Binance.com,1xYRDLqEYwxX1g7XLa6WBNFy5auyGDMjdMM9fyx42hCBeE1,Exchange,Mandatory KYC and AML
Kraken.com,1xYNKEoLUDVQANdkWNS2dD6oXvoryPUKXrPPsmbwXGbBY7m,Exchange,Mandatory KYC and AML
Blockchain.com,1xYNHuAePYMCV579k2HTfCQDA7yp8eHh4AZTSvoZ1nqAHfN,Exchange,Mandatory KYC and AML
Binance.com,1xYL37srcYCjyLN3Pty2MZF9PowqiPKiXX15vhgcXPtBq1e,Exchange,Mandatory KYC and AML
Bybit.com,1xYKwDPqqt8i3gXja9jL912pUvKsoqCyQEWnis4sg9fuEgs,Exchange,Mandatory KYC and AML
WhiteBIT,1xYK6vQRJRNAizMa2VyqP8YYEVqazhu7aDVoumxAWBNx2QU,Exchange,Mandatory KYC and AML
HitBTC,1xYH8LRkin4ZpbyGDPejNwKaUJaQJtFSpUtERuR6ZnCqKAz,Exchange,Optional KYC and AML
Binance.com,1xYGXHRCLdN3EvLmabYQnMPsUnbqr3fDHKGBCGvPFV4RgpG,Exchange,Mandatory KYC and AML
Kraken.com,1xYGDg5A7rfwdgc7T8VmX9AYrBYpkmqe72apu9VBXabwQBc,Exchange,Mandatory KYC and AML
Kucoin.com,1xYEeX71PFrFkqt3rA85LWFFaKMmoWCJdVmECH1e4c21J14,Exchange,Mandatory KYC and AML
MEXC Global,1xYDUtUvLqtEjLRKDn4urEHAHj4qFgcPXPpU4BAi2pMhT7C,Exchange,Optional KYC and AML
Kraken.com,1xYDEKQBC68cHZeHZBigvTQThPwDrc8TvvNt1dhUPNLpTgo,Exchange,Mandatory KYC and AML
Binance.com,1xYCZx4HdE63ak6UrQ1ghVZiqii3AXCLP58K1YRsvfW5Ysd,Exchange,Mandatory KYC and AML
Binance.com,1xYC1PuJnBDMYGpeWPcsroM6gK1xKHsw7u1R7JkVpSJu7D9,Exchange,Mandatory KYC and AML
Nexo.io,1xYByjyxEuPDeJzaikmgoEw9TzmHG2SN563s4f77pUzpYZz,Exchange,Mandatory KYC and AML
Binance.com,1xYBbvMcow4f61JrvttKYkU7QD2WqxJBDPhbUVo2NLFCpx7,Exchange,Mandatory KYC and AML
Kraken.com,1xYBAMgeJNUturvN4yQhiuHgQuT85HNKZQ1Cx4TUu3Wsmr9,Exchange,Mandatory KYC and AML
MEXC Global,1xYAydCt7snfJYWuJb5MdS3mkaCZcsK4vDX7gb9ja4UeCc1,Exchange,Optional KYC and AML
Kraken.com,1xY9xRacgZofC722RNCu5JhxFfc2e6s2EmSjqgwTNm4eEfy,Exchange,Mandatory KYC and AML
Kraken.com,1xY9ZkKkqPQ1MLmzAFT7rN4EGUwFDrNHgM8U4KBgSUXtdBq,Exchange,Mandatory KYC and AML
Kraken.com,1xY8ho7u4EjZYjR2pifqnTvgB6ELszXpzw9ChvV6mkiRyon,Exchange,Mandatory KYC and AML
Binance.com,1xY8Ue4S68XWSLYRC2csbxj93UUF1UkPxD5kE1LAQ85nFiQ,Exchange,Mandatory KYC and AML
Okx.com,1xY7vJnoPAQG3dLZc1LFnkXAU4noEixK4xjjF8Xv82fNG2W,Exchange,Mandatory KYC and AML
Okx.com,1xY6hGJbYbGiDFa2VmnWP1WvtC762SYw4eWsgcSbaZeV4Rd,Exchange,Mandatory KYC and AML
Binance.com,1xY5kfF16RU7MSxD1L7EGTq3GHy2gvsVRc9E6edsUgKRvz2,Exchange,Mandatory KYC and AML
